scanner_id,dpi,path,width,height,mean,std,min,max,entropy,skewness
Canon9000-2,300,/content/drive/MyDrive/Tracefinder/Wikipedia/Canon9000-2/300/s5_1.tif,2480,3508,245.3974230560562,34.35594106620458,45,255,1.9737258077376598,-4.014423370361328
Canon9000-2,300,/content/drive/MyDrive/Tracefinder/Wikipedia/Canon9000-2/300/s5_10.tif,2480,3508,243.81568086309633,35.67669800852487,39,255,2.1299606905544555,-3.707716226577759
Canon9000-2,300,/content/drive/MyDrive/Tracefinder/Wikipedia/Canon9000-2/300/s5_100.tif,2480,3508,243.08571824309414,36.957531895892146,46,255,2.2609777028568594,-3.5666697025299072
EpsonV370-2,150,/content/drive/MyDrive/Tracefinder/Wikipedia/EpsonV370-2/150/s7_1.tif,1236,1754,243.33121104604177,32.427321444066976,49,255,3.5633296119128746,-3.561793327331543
EpsonV370-2,150,/content/drive/MyDrive/Tracefinder/Wikipedia/EpsonV370-2/150/s7_10.tif,1236,1754,241.03749451092833,35.35236209555187,44,255,3.7064151605086755,-3.229059934616089
EpsonV370-2,150,/content/drive/MyDrive/Tracefinder/Wikipedia/EpsonV370-2/150/s7_100.tif,1236,1754,239.7180743598543,36.52712576474864,46,255,3.9967044522205537,-3.104768753051758
EpsonV370-2,300,/content/drive/MyDrive/Tracefinder/Wikipedia/EpsonV370-2/300/s7_1.tif,2480,3508,242.12315111542281,34.77090337972383,42,255,3.9446462554909316,-3.612445116043091
EpsonV370-2,300,/content/drive/MyDrive/Tracefinder/Wikipedia/EpsonV370-2/300/s7_10.tif,2480,3508,240.00156439658662,37.235838286063405,39,255,4.0605106922900465,-3.2606964111328125
EpsonV370-2,300,/content/drive/MyDrive/Tracefinder/Wikipedia/EpsonV370-2/300/s7_100.tif,2480,3508,238.65801095192555,38.53263125469883,43,255,4.298942886927585,-3.1215219497680664
HP,150,/content/drive/MyDrive/Tracefinder/Wikipedia/HP/150/s11_1.tif,1240,1727,232.1762962997553,32.078235040527254,56,254,4.741948550929512,-3.741123676300049
HP,150,/content/drive/MyDrive/Tracefinder/Wikipedia/HP/150/s11_10.tif,1240,1743,232.58054799844538,34.302910961904445,53,255,4.905481811336254,-3.4091808795928955
HP,150,/content/drive/MyDrive/Tracefinder/Wikipedia/HP/150/s11_100.tif,1240,1743,232.08765754261285,34.62675022408666,61,255,5.0009847447867966,-3.287778615951538
HP,300,/content/drive/MyDrive/Tracefinder/Wikipedia/HP/300/s11_1.tif,2481,3487,231.98148128240933,33.65718808151847,55,255,4.934676625585642,-3.6846325397491455
HP,300,/content/drive/MyDrive/Tracefinder/Wikipedia/HP/300/s11_10.tif,2481,3487,229.7709836512586,34.5424757831446,57,255,5.169560278631437,-3.3288145065307617
HP,300,/content/drive/MyDrive/Tracefinder/Wikipedia/HP/300/s11_100.tif,2481,3487,228.89464802010625,34.72606306249282,62,255,5.253563248634777,-3.1918630599975586
